Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,MovesProcessed,Clock
Rated Rapid game,https://lichess.org/quP2KPZ5,2024.08.01,-,M_Cool,daviesm,1-0,2024.08.01,22:56:08,1277,1297,,,C26,Vienna Game: Mengarini Variation,600+0,Normal,"1. e4 1... e5 2. a3 2... Nf6 3. Nc3 3... Bc5 4. h3 4... c6 5. Nf3 5... d6 6. Bc4 6... d5 7. exd5 7... cxd5 8.
Bb3 8... d4 9. Na4 9... Ne4 10. Nxc5 10... Nxc5 11. Nxe5 11... Qe7 12.
f4 12... f6 13. Qe2 13... fxe5 14. Qxe5 14... d3 15. Qxe7 15... Kxe7 16. O-O 16... dxc2 17. Bxc2 17... Rd8 18. a4 18...
Nc6 19. b3 19... Nb4 20. Ba3 20... Nxc2 21. Bxc5 21... Kf6 22. Rac1 22... Rxd2 23. Bb4 23... Re2 24. Bc3 24... Kg6 25.
f5 25... Bxf5 26. g4 26... Bd3 27. Rfd1 27... Rd8 28. Rd2 28... Rxd2 29.
Bxd2 29... Na3 30. Bb4 30... Nc2 31. Bc5 31... Nd4 32. Bxd4 32... Rxd4 33. Rd1 33... Kg5 34. Kf2 34... Kh4 35. Kf3 35... Kxh3 36. Ke3 36... Bc2 37. Rxd4",1. 0:10:00 1... 0:10:00 2. 0:09:56 2... 0:09:53 3. 0:09:54 3... 0:09:48 4. 0:09:53 4... 0:09:42 5. 0:09:52 5... 0:09:34 6. 0:09:50 6... 0:09:21 7. 0:09:48 7... 0:09:19 8. 0:09:46 8... 0:09:15 9. 0:09:38 9... 0:09:07 10. 0:09:30 10... 0:09:04 11. 0:09:27 11... 0:09:00 12. 0:09:15 12... 0:08:58 13. 0:09:05 13... 0:08:56 14. 0:09:03 14... 0:08:46 15. 0:08:53 15... 0:08:44 16. 0:08:42 16... 0:08:13 17. 0:08:35 17... 0:08:01 18. 0:08:22 18... 0:07:23 19. 0:08:19 19... 0:07:20 20. 0:08:14 20... 0:07:09 21. 0:08:11 21... 0:07:00 22. 0:08:08 22... 0:06:58 23. 0:07:57 23... 0:06:50 24. 0:07:50 24... 0:06:40 25. 0:07:46 25... 0:06:38 26. 0:07:37 26... 0:06:30 27. 0:07:27 27... 0:06:12 28. 0:06:43 28... 0:05:53 29. 0:06:41 29... 0:05:41 30. 0:06:33 30... 0:05:28 31. 0:06:21 31... 0:04:25 32. 0:06:17 32... 0:04:21 33. 0:06:16 33... 0:04:17 34. 0:06:14 34... 0:04:14 35. 0:06:12 35... 0:04:12 36. 0:06:09 36... 0:03:58 37. 0:06:06
Rated Rapid game,https://lichess.org/9KwxHDUA,2024.08.01,-,Chazzman4th,MikeBurg21,0-1,2024.08.01,22:56:08,1387,1421,,,A45,Paleface Attack,600+0,Normal,"1. d4 1... Nf6 2. f3 2... Nc6 3. h4 3... d5 4. g4 4... e5 5. e3 5... exd4 6. exd4 6... Be7 7. Bb5 7... Bd7 8. Bg5 8... a6 9. Bxc6 9...
Bxc6 10. Qe2 10... O-O 11. c3 11... Re8 12. Kf1 12... Bd6 13. Qd2 13... Bb5 14. Kg2 14... Qd7 15. b3 15... Ne4 16.
Qc1 16... Nxg5 17. hxg5 17... Be2 18. Qc2 18... Bxf3 19. Nxf3 19... Qxg4 20. Kf2 20... Qg3 21.
Kf1 21... Qxf3 22. Qf2 22... Qxh1 23. Qg1 23... Re1",1. 0:10:00 1... 0:10:00 2. 0:10:00 2... 0:09:44 3. 0:09:58 3... 0:09:41 4. 0:09:56 4... 0:09:38 5. 0:09:48 5... 0:09:18 6. 0:09:46 6... 0:09:10 7. 0:09:44 7... 0:09:07 8. 0:09:13 8... 0:09:00 9. 0:09:10 9... 0:09:00 10. 0:09:00 10... 0:08:51 11. 0:08:51 11... 0:08:49 12. 0:08:45 12... 0:08:37 13. 0:08:33 13... 0:08:35 14. 0:07:44 14... 0:07:34 15. 0:07:34 15... 0:07:26 16. 0:05:58 16... 0:06:49 17. 0:05:54 17... 0:06:11 18. 0:05:33 18... 0:05:46 19. 0:05:22 19... 0:05:43 20. 0:04:25 20... 0:05:35 21. 0:04:06 21... 0:05:34 22. 0:04:01 22... 0:05:27 23. 0:03:58 23... 0:05:24
Rated Blitz game,https://lichess.org/ncVnu3DM,2024.08.01,-,Baraa1985,caba454,0-1,2024.08.01,22:56:08,1322,1381,,,C44,King's Knight Opening: Normal Variation,180+2,Normal,"1. e4 1... e5 2. Nf3 2... Nc6 3. a3 3... h6 4. Bc4 4... Bc5 5. d3 5... a6 6. b4 6... Ba7 7. O-O 7... d6 8. h3 8... Nf6 9. Ba2 9... O-O 10. Be3 10... Nh7 11.
Bxa7 11... Rxa7 12. c3 12... b5 13. Qd2 13... Ne7 14. Qe3 14... Ra8 15.
Nbd2 15... Ng6 16. Nh2 16... Bb7 17. Bd5 17... Bxd5 18. exd5 18... Qc8 19.
Ne4 19... Nf4 20. c4 20... Qf5 21. Ng3 21... Qxd3 22. Qxd3 22... Nxd3 23. c5 23... dxc5 24. bxc5 24... Nxc5 25. Rfc1 25... Nb3 26. Rab1 26... Nxc1 27. Rxc1 27... Nf6 28.
Rxc7 28... Nxd5 29. Rd7 29... Nc3 30. Nf3 30... e4 31. Ne5 31... Nb1 32. Nxe4 32... Nxa3 33. Rd3 33... Rfe8 34. Rxa3 34... Rxe5 35. Ng3 35... b4 36. Rb3 36... a5 37. Kf1 37... Rc5 38.
Ne2 38... Rc2 39. Nd4 39... Rc3 40. Rb1 40... Rb8 41. Ne2 41... Rd3 42.
Ra1 42... Ra3 43. Rb1 43... a4 44. Nd4 44... b3 45. Nc6 45... Ra8 46.
Ne7 46... Kh7 47. Nd5 47... Ra2 48. Nc3 48... b2 49. Nd1 49... Ra1 50.
Rxb2 50... Rxd1 51. Ke2 51... Rg1 52. Kf3 52... a3 53. Ra2 53... Rb1 54. g4 54... Rb2 55.
Ra1 55... a2 56. Rc1",1. 0:03:00 1... 0:03:00 2. 0:03:01 2... 0:03:01 3. 0:03:02 3... 0:03:00 4. 0:03:03 4... 0:03:01 5. 0:03:04 5... 0:03:02 6. 0:03:04 6... 0:03:02 7. 0:03:02 7... 0:03:03 8. 0:03:03 8... 0:03:03 9. 0:03:04 9... 0:03:02 10. 0:03:03 10... 0:02:50 11. 0:03:02 11... 0:02:50 12. 0:03:03 12... 0:02:51 13. 0:03:04 13... 0:02:51 14. 0:03:05 14... 0:02:45 15. 0:02:59 15... 0:02:45 16. 0:02:59 16... 0:02:39 17. 0:02:59 17... 0:02:39 18. 0:03:00 18... 0:02:40 19. 0:02:58 19... 0:02:35 20. 0:02:55 20... 0:02:33 21. 0:02:53 21... 0:02:29 22. 0:02:44 22... 0:02:29 23. 0:02:45 23... 0:02:29 24. 0:02:46 24... 0:02:30 25. 0:02:48 25... 0:02:25 26. 0:02:48 26... 0:02:26 27. 0:02:49 27... 0:02:20 28. 0:02:49 28... 0:02:21 29. 0:02:51 29... 0:02:17 30. 0:02:51 30... 0:02:14 31. 0:02:47 31... 0:02:11 32. 0:02:41 32... 0:02:07 33. 0:02:43 33... 0:02:06 34. 0:02:37 34... 0:02:06 35. 0:02:35 35... 0:02:04 36. 0:02:35 36... 0:02:05 37. 0:02:35 37... 0:02:04 38. 0:02:36 38... 0:01:57 39. 0:02:36 39... 0:01:56 40. 0:02:32 40... 0:01:52 41. 0:02:30 41... 0:01:46 42. 0:02:29 42... 0:01:45 43. 0:02:23 43... 0:01:45 44. 0:02:24 44... 0:01:42 45. 0:02:24 45... 0:01:41 46. 0:02:21 46... 0:01:40 47. 0:02:21 47... 0:01:41 48. 0:02:21 48... 0:01:41 49. 0:02:18 49... 0:01:40 50. 0:02:11 50... 0:01:40 51. 0:02:13 51... 0:01:36 52. 0:02:13 52... 0:01:36 53. 0:02:13 53... 0:01:36 54. 0:02:13 54... 0:01:36 55. 0:02:14 55... 0:01:37 56. 0:02:14
Rated Blitz game,https://lichess.org/pLIRfmda,2024.08.01,-,umesh20121991,R-square,1-0,2024.08.01,22:56:08,2200,2138,,,D10,Slav Defense,180+0,Normal,"1. d4 1... c6 2. c4 2... d5 3. Nc3 3... dxc4 4. a4 4... Bd7 5. e4 5... b5 6. axb5 6...
cxb5 7. g3 7... e6 8.
Bg2 8... b4 9. Na4 9... a5 10. Nb6 10... Qxb6 11. Be3 11... Qb5 12.
Ne2 12... Ra7 13. O-O 13... Nf6 14. Nf4 14... Bc6 15. d5 15... Rd7 16.
Qe2 16... exd5 17. exd5 17... Bxd5 18. Nxd5 18... Nxd5 19. Bf4 19... Re7 20. Qg4 20... Nc6 21.
Bxd5 21... Qxd5 22. Rad1 22... Qe6 23. Qf3 23... g6 24. Rd6 24... Ne5 25. Qa8",1. 0:03:00 1... 0:03:00 2. 0:02:59 2... 0:03:00 3. 0:02:58 3... 0:02:59 4. 0:02:56 4... 0:02:57 5. 0:02:55 5... 0:02:56 6. 0:02:53 6... 0:02:56 7. 0:02:43 7... 0:02:53 8. 0:02:43 8... 0:02:47 9. 0:02:35 9... 0:02:42 10. 0:02:27 10... 0:02:39 11. 0:02:26 11... 0:02:37 12. 0:02:25 12... 0:02:31 13. 0:02:23 13... 0:02:29 14. 0:02:14 14... 0:02:26 15. 0:02:12 15... 0:02:20 16. 0:01:50 16... 0:01:59 17. 0:01:47 17... 0:01:51 18. 0:01:42 18... 0:01:48 19. 0:01:34 19... 0:01:32 20. 0:01:25 20... 0:01:14 21. 0:01:21 21... 0:01:11 22. 0:01:20 22... 0:01:09 23. 0:01:12 23... 0:01:04 24. 0:01:08 24... 0:00:47 25. 0:00:59
Rated Bullet game,https://lichess.org/VxLZApRR,2024.08.01,-,ChernyukMikhaiL,manchesterisred,1-0,2024.08.01,22:56:08,2910,2847,,,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",60+0,Time forfeit,"1. e4 1... c5 2. d4 2... cxd4 3. c3 3... Nf6 4. e5 4... Nd5 5. Nf3 5... e6 6. cxd4 6...
d6 7. Bd3 7... Nb4 8.
Bb5 8... Bd7 9. Be2 9... dxe5 10. Nxe5 10... N8c6 11. O-O 11... Nxe5 12.
dxe5 12... Bc6 13. Qb3 13... Qd5 14. Qg3 14... Qe4 15. Bf3 15... Qg6 16.
Qf4 16... Be7 17. Nc3 17... Nd3 18. Bxc6 18... bxc6 19. Qd4 19... Bc5 20.
Qc4 20... O-O 21. Ne4 21... Nxe5 22. Qxc5 22... Qxe4 23. Bg5 23... Qd5 24.
Qc2 24... Nf3 25. gxf3 25... Qxg5 26. Kh1 26... Qf4 27. Qe4 27... Qxe4 28. fxe4 28... Rab8 29. Rfd1 29... Rxb2 30. Kg2 30... f5 31. Rac1 31... fxe4 32. Rf1 32... e3 33. Rxc6 33... Rfxf2 34. Rxf2 34... Rxf2 35. Kg1 35... Rxa2 36. Rxe6 36... e2 37. Kf2 37... a5 38. h4 38... a4 39.
Re8 39... Kf7 40. Ra8 40... a3 41. Ra5 41... Ke6 42. Ke1 42... g6 43.
h5 43... Kf6 44. h6 44... g5 45. Kf2 45... Kg6 46. Ra6 46... Kh5 47.
Ra4 47... g4 48. Ke1 48... Kh4 49. Kf2 49... Kh3 50. Re4 50... g3 51.
Ke1 51... Kg2 52. Re3 52... Ra1 53. Kd2 53... a2 54. Kd3 54... e1=Q 55.
Ke4 55... Qxe3 56. Kxe3 56... Rb1 57. Kf4 57... a1=Q 58. Kf5",1. 0:01:00 1... 0:01:00 2. 0:00:59 2... 0:00:59 3. 0:00:59 3... 0:00:58 4. 0:00:58 4... 0:00:57 5. 0:00:58 5... 0:00:56 6. 0:00:57 6... 0:00:55 7. 0:00:57 7... 0:00:54 8. 0:00:54 8... 0:00:53 9. 0:00:53 9... 0:00:51 10. 0:00:51 10... 0:00:51 11. 0:00:49 11... 0:00:50 12. 0:00:49 12... 0:00:50 13. 0:00:48 13... 0:00:49 14. 0:00:45 14... 0:00:47 15. 0:00:43 15... 0:00:47 16. 0:00:39 16... 0:00:41 17. 0:00:37 17... 0:00:40 18. 0:00:35 18... 0:00:39 19. 0:00:31 19... 0:00:35 20. 0:00:30 20... 0:00:33 21. 0:00:28 21... 0:00:28 22. 0:00:23 22... 0:00:27 23. 0:00:21 23... 0:00:26 24. 0:00:17 24... 0:00:25 25. 0:00:15 25... 0:00:25 26. 0:00:15 26... 0:00:25 27. 0:00:14 27... 0:00:24 28. 0:00:14 28... 0:00:23 29. 0:00:14 29... 0:00:21 30. 0:00:14 30... 0:00:19 31. 0:00:14 31... 0:00:19 32. 0:00:14 32... 0:00:18 33. 0:00:12 33... 0:00:18 34. 0:00:12 34... 0:00:18 35. 0:00:11 35... 0:00:17 36. 0:00:11 36... 0:00:16 37. 0:00:10 37... 0:00:16 38. 0:00:09 38... 0:00:15 39. 0:00:08 39... 0:00:14 40. 0:00:08 40... 0:00:13 41. 0:00:07 41... 0:00:11 42. 0:00:07 42... 0:00:10 43. 0:00:07 43... 0:00:09 44. 0:00:06 44... 0:00:08 45. 0:00:06 45... 0:00:08 46. 0:00:05 46... 0:00:07 47. 0:00:05 47... 0:00:06 48. 0:00:05 48... 0:00:06 49. 0:00:05 49... 0:00:06 50. 0:00:03 50... 0:00:06 51. 0:00:03 51... 0:00:05 52. 0:00:03 52... 0:00:03 53. 0:00:03 53... 0:00:03 54. 0:00:03 54... 0:00:02 55. 0:00:03 55... 0:00:01 56. 0:00:03 56... 0:00:01 57. 0:00:03 57... 0:00:00 58. 0:00:03
Rated Rapid game,https://lichess.org/nTacrIrc,2024.08.01,-,GordiK_10,milanstaknovic21,0-1,2024.08.01,22:56:08,1754,1760,,,C44,Scotch Game: Scotch Gambit,600+0,Normal,"1. e4 1... e5 2. d4 2... exd4 3. Nf3 3... Nc6 4. Bc4 4... h6 5. Nxd4 5... Nxd4 6. Qxd4 6...
Qf6 7. e5 7... Qc6 8.
O-O 8... Bc5 9. Qf4 9... Qg6 10. Nc3 10... c6 11. Ne4 11... Be7 12.
Nd6 12... Bxd6 13. exd6 13... Nf6 14. Re1 14... Kf8 15. Qe5 15... b5 16. Qe7 16... Kg8 17.
Qd8 17... Kh7 18. Bd3 18... Rxd8 19. Bxg6 19... Kxg6 20. Re3 20... Bb7 21.
Rg3 21... Kh7 22. Bd2 22... c5 23. b4 23... Ne4 24. Rd3 24... Nxd2 25.
Rxd2 25... c4 26. a4 26... Bc6 27. axb5 27... Bxb5 28. Ra5 28... a6 29.
Ra1 29... Re8 30. f3 30... Re6 31. g4 31... Rc8 32. h4 32... Rc6 33.
Rad1 33... f6 34. Kf2 34... c3 35. Rd4 35... Rc4 36. Rxc4 36... Bxc4 37. f4 37... Re2 38. Kg3 38... Rxc2 39. Rd4 39... Be6 40. f5 40... Bf7 41. Re4 41... Bd5 42.
Re7 42... Bc6 43. g5 43... hxg5 44. hxg5 44... fxg5 45. f6 45... Rg2 46.
Kh3 46... c2 47. Rxg7 47... Kh6 48. f7 48... Kxg7",1. 0:10:00 1... 0:10:00 2. 0:09:59 2... 0:09:58 3. 0:09:58 3... 0:09:55 4. 0:09:56 4... 0:09:53 5. 0:09:55 5... 0:09:52 6. 0:09:54 6... 0:09:50 7. 0:09:43 7... 0:09:49 8. 0:09:39 8... 0:09:47 9. 0:09:32 9... 0:09:43 10. 0:09:25 10... 0:09:41 11. 0:09:14 11... 0:09:29 12. 0:09:12 12... 0:09:20 13. 0:09:11 13... 0:09:15 14. 0:09:06 14... 0:09:07 15. 0:08:58 15... 0:08:32 16. 0:08:54 16... 0:08:30 17. 0:08:49 17... 0:08:22 18. 0:08:48 18... 0:08:20 19. 0:08:43 19... 0:08:19 20. 0:08:35 20... 0:08:16 21. 0:08:33 21... 0:08:14 22. 0:08:17 22... 0:08:10 23. 0:08:13 23... 0:08:07 24. 0:08:05 24... 0:08:05 25. 0:08:04 25... 0:08:03 26. 0:07:57 26... 0:08:00 27. 0:07:55 27... 0:07:59 28. 0:07:53 28... 0:07:57 29. 0:07:50 29... 0:07:54 30. 0:07:46 30... 0:07:52 31. 0:07:43 31... 0:07:50 32. 0:07:39 32... 0:07:48 33. 0:07:37 33... 0:07:39 34. 0:07:36 34... 0:07:32 35. 0:07:34 35... 0:07:27 36. 0:07:27 36... 0:07:25 37. 0:07:25 37... 0:07:21 38. 0:07:18 38... 0:07:20 39. 0:07:13 39... 0:07:15 40. 0:07:11 40... 0:07:04 41. 0:07:05 41... 0:06:47 42. 0:07:03 42... 0:06:45 43. 0:06:56 43... 0:06:43 44. 0:06:55 44... 0:06:40 45. 0:06:54 45... 0:06:26 46. 0:06:51 46... 0:06:18 47. 0:06:24 47... 0:06:14 48. 0:06:17 48... 0:06:12
Rated Blitz game,https://lichess.org/kUZWMaWf,2024.08.01,-,teodor777,AmitBikramRoy,1-0,2024.08.01,22:56:08,2332,2281,,,A00,Anderssen's Opening,180+0,Normal,"1. a3 1... Nf6 2. h3 2... d5 3. d4 3... Bf5 4. Bf4 4... e6 5. e3 5... Bd6 6. Bxd6 6... Qxd6 7. Nf3 7... O-O 8. Bd3 8... Bg6 9. Kf1 9...
Nbd7 10. Nbd2 10... c5 11. Bxg6 11... fxg6 12. c3 12... Ne4 13. Kg1 13... e5 14. dxe5 14... Nxe5 15. Nxe4 15... Nxf3 16. gxf3 16... Qe5 17. Ng3 17... Qe6 18. Kg2 18... h5 19. h4 19... Rf6 20. Ne2 20... Raf8 21.
Nf4 21... Rxf4 22. exf4 22... Rxf4 23. Qd3 23... c4 24. Qe3 24... Qf5 25. Rad1 25... Kh7 26.
Rd4 26... g5 27. Rxf4 27... gxf4 28. Qe7 28... b5 29. Qg5 29... Qf7 30.
Rd1",1. 0:03:00 1... 0:03:00 2. 0:02:59 2... 0:02:58 3. 0:02:58 3... 0:02:57 4. 0:02:57 4... 0:02:56 5. 0:02:56 5... 0:02:54 6. 0:02:56 6... 0:02:51 7. 0:02:56 7... 0:02:50 8. 0:02:55 8... 0:02:48 9. 0:02:54 9... 0:02:47 10. 0:02:53 10... 0:02:46 11. 0:02:52 11... 0:02:43 12. 0:02:52 12... 0:02:41 13. 0:02:51 13... 0:02:31 14. 0:02:49 14... 0:02:30 15. 0:02:47 15... 0:02:27 16. 0:02:45 16... 0:02:22 17. 0:02:42 17... 0:02:20 18. 0:02:41 18... 0:02:19 19. 0:02:40 19... 0:02:15 20. 0:02:36 20... 0:02:13 21. 0:02:35 21... 0:02:08 22. 0:02:34 22... 0:02:07 23. 0:02:32 23... 0:02:02 24. 0:02:31 24... 0:01:58 25. 0:02:27 25... 0:01:53 26. 0:02:25 26... 0:01:46 27. 0:02:23 27... 0:01:45 28. 0:02:19 28... 0:01:35 29. 0:02:18 29... 0:01:31 30. 0:02:16
Rated Blitz game,https://lichess.org/a64xcZjJ,2024.08.01,-,AbuBobo,bigperk,1-0,2024.08.01,22:56:08,1354,1396,,,B20,Sicilian Defense,180+0,Normal,"1. e4 1... c5 2. Bb5 2... Nc6 3. Bxc6 3... bxc6 4. Nf3 4... d6 5. Nc3 5... Nf6 6. d3 6... e5 7. Bg5 7... Be7 8. O-O 8... Bb7 9. Qd2 9...
Qc7 10. a4 10... d5 11. exd5 11... cxd5 12. Rfe1 12... Bd6 13. Nxe5 13... Bxe5 14. Bxf6 14... gxf6 15. Nb5 15... Qe7 16.
d4 16... cxd4 17. Nxd4 17... O-O 18. Nf5 18... Qe6 19. Nh6 19... Kh8 20.
f3 20... f5 21. Qg5 21... Qg6 22. Qxg6 22... fxg6 23. Rxe5 23... Rac8 24. c3 24... Rc4 25. Re7 25... Bc8 26. Nf7 26... Kg8 27. Ng5 27... Rf7",1. 0:03:00 1... 0:03:00 2. 0:02:58 2... 0:02:56 3. 0:02:57 3... 0:02:55 4. 0:02:56 4... 0:02:51 5. 0:02:55 5... 0:02:50 6. 0:02:55 6... 0:02:48 7. 0:02:54 7... 0:02:47 8. 0:02:51 8... 0:02:46 9. 0:02:50 9... 0:02:44 10. 0:02:48 10... 0:02:43 11. 0:02:43 11... 0:02:43 12. 0:02:40 12... 0:02:37 13. 0:02:35 13... 0:02:35 14. 0:02:33 14... 0:02:34 15. 0:02:27 15... 0:02:13 16. 0:02:21 16... 0:02:11 17. 0:02:19 17... 0:02:01 18. 0:02:17 18... 0:01:45 19. 0:02:03 19... 0:01:43 20. 0:01:51 20... 0:01:30 21. 0:01:42 21... 0:01:08 22. 0:01:37 22... 0:01:08 23. 0:01:37 23... 0:00:59 24. 0:01:34 24... 0:00:55 25. 0:01:32 25... 0:00:50 26. 0:01:30 26... 0:00:47 27. 0:01:28 27... 0:00:30
Rated Blitz game,https://lichess.org/asvRYlaw,2024.08.01,-,JeffersonCris,cajoe,1-0,2024.08.01,22:56:08,1819,1840,,,C41,Philidor Defense: Exchange Variation,180+0,Time forfeit,"1. e4 1... e5 2. Nf3 2... d6 3. d4 3... exd4 4. Nxd4 4... Nf6 5. Nc3 5... Be7 6. h3 6... a6 7. Bg5 7...
h6 8. Bh4 8... Nbd7 9. Qd2 9... Nxe4 10. Bxe7 10... Qxe7 11. Nxe4 11... Qxe4 12. Ne2 12... O-O 13. O-O-O 13... Nf6 14. f3 14... Qe8 15. g4 15... Be6 16. g5 16... Nd5 17. gxh6 17... g6 18.
Nf4 18... c6 19. Qd4 19...
f6 20. Rg1 20... g5 21. h4 21... c5 22.
h7 22... Kh8 23. Qe4 23...
Nxf4 24. hxg5",1. 0:03:00 0. 0:03:00 1... 0:02:56 0. 0:02:59 2. 0:02:51 0. 0:02:58 2... 0:02:49 0. 0:02:57 3. 0:02:47 0. 0:02:55 3... 0:02:43 0. 0:02:48 4. 0:02:42 0. 0:02:47 4... 0:02:41 0. 0:02:28 5. 0:02:38 0. 0:01:18 5... 0:02:09 0. 0:01:13 6. 0:02:07 0. 0:01:11 6... 0:02:06 0. 0:01:08 7. 0:02:05 0. 0:01:04 7... 0:02:05 0. 0:01:01 8. 0:02:04 1. 0:00:59 8... 0:02:02 1. 0:00:57 9. 0:01:59 1. 0:00:56 9... 0:01:46 1. 0:00:51 10. 0:01:39 1. 0:00:47 10... 0:01:34 1. 0:00:38 11. 0:01:30 1. 0:00:31 11... 0:01:10 1. 0:00:24 12. 0:00:36 1. 0:00:20 12... 0:00:35
Rated Blitz game,https://lichess.org/Qh1QTB7G,2024.08.01,-,CairoEMC,MarioLROSantos,1-0,2024.08.01,22:56:08,1437,1402,,,B20,Sicilian Defense: Bowdler Attack,180+0,Time forfeit,"1. e4 1... c5 2. Bc4 2... d6 3. c3 3... Nf6 4. Qb3 4... e6 5. Nf3 5... a6 6. d4 6... cxd4 7. cxd4 7... Nxe4 8.
d5 8... b5 9. Bd3 9...
Nc5 10. Qc2 10... Nxd3 11. Qxd3 11... e5 12.
b3 12... Be7 13. O-O 13... O-O 14. Nfd2 14... f5 15. Qg3 15... Rf6 16.
Nc3 16... Rg6 17. Qd3 17... Qf8 18. f3 18... Bb7 19. Bb2 19... Nd7 20.
Rad1 20... Nc5 21. Qe2 21... f4 22. Nce4 22... Nxe4 23. Nxe4 23... Qd8 24.
Rd2 24... Qb6 25. Kh1 25... Rc8 26. Rfd1 26... h6 27. h3 27... Rc7 28.
Ba3 28... Bc8 29. Bb2 29... Bf5 30. Kh2 30... Bh4 31. Rf1 31... Kf7 32.
Nf2 32... Bg3 33. Kh1 33... Rg5 34. Ng4 34... Bxg4 35. fxg4 35... Rg6 36.
Rf3 36... Rf6 37. Qf1 37... g5 38. Bxe5 38... dxe5 39. Rdd3 39... Re7 40.
d6 40... Rxd6 41. Rxd6 41... Qxd6 42. Rxg3",1. 0:03:00 1... 0:03:00 2. 0:02:58 2... 0:02:59 3. 0:02:57 3... 0:02:58 4. 0:02:56 4... 0:02:55 5. 0:02:53 5... 0:02:54 6. 0:02:51 6... 0:02:51 7. 0:02:49 7... 0:02:42 8. 0:02:48 8... 0:02:34 9. 0:02:44 9... 0:02:32 10. 0:02:39 10... 0:02:27 11. 0:02:39 11... 0:02:26 12. 0:02:35 12... 0:02:23 13. 0:02:31 13... 0:02:21 14. 0:02:29 14... 0:02:19 15. 0:02:27 15... 0:02:14 16. 0:02:20 16... 0:02:09 17. 0:02:12 17... 0:01:50 18. 0:02:11 18... 0:01:47 19. 0:02:06 19... 0:01:44 20. 0:02:04 20... 0:01:42 21. 0:02:01 21... 0:01:33 22. 0:01:57 22... 0:01:29 23. 0:01:57 23... 0:01:20 24. 0:01:55 24... 0:01:17 25. 0:01:50 25... 0:01:05 26. 0:01:49 26... 0:00:55 27. 0:01:48 27... 0:00:44 28. 0:01:46 28... 0:00:40 29. 0:01:39 29... 0:00:37 30. 0:01:30 30... 0:00:32 31. 0:01:15 31... 0:00:28 32. 0:01:08 32... 0:00:19 33. 0:00:58 33... 0:00:17 34. 0:00:56 34... 0:00:15 35. 0:00:51 35... 0:00:13 36. 0:00:42 36... 0:00:11 37. 0:00:40 37... 0:00:08 38. 0:00:38 38... 0:00:06 39. 0:00:37 39... 0:00:04 40. 0:00:34 40... 0:00:03 41. 0:00:29 41... 0:00:01 42. 0:00:28
